company_id,normalized_name,category_code,status,logo_width,logo_height,country_code,city,investment_rounds,invested_companies,funding_rounds,funding_total_usd,milestones,relationships,aquisition_price_amount,top25pct,top50pct,istop25,istop26_50
c:239,powerreviews,social,acquired,384,95,USA,San Francisco,0,0,6,40120312,4,24,151000000,57,4,1,1
c:23903,soliant energy,cleantech,acquired,243,100,USA,Monrovia,0,0,1,18000000,0,1,450000,0,0,0,0
c:239069,joseph abboud,fashion,acquired,140,107,USA,New York,0,0,0,0,0,0,97500000,0,0,0,0
c:239078,irish life,finance,acquired,174,71,IRL,Dublin,0,0,0,0,0,0,1300000000,0,0,0,0
c:23911,sunedison,cleantech,acquired,182,55,USA,Beltsville,0,0,7,654500000,2,10,200000000,38,25,1,1
c:239267,medafor,biotech,acquired,178,50,USA,Minneapolis,0,0,1,15000,0,1,200000000,0,0,0,0
c:239331,livio radio,hardware,acquired,215,56,USA,Ferndale,0,0,3,4296519,1,3,9000000,0,0,0,0
c:23963,widevine technologies,games_video,acquired,141,60,USA,Seattle,0,0,6,66300000,2,5,160000000,25,25,1,1
c:23978,medserve,cleantech,acquired,255,116,USA,Bellaire,0,0,1,8000000,1,5,185000000,0,0,0,0
c:239875,host europe group,other,acquired,142,96,GBR,Uxbridge,0,0,0,0,0,0,666000000,0,0,0,0
c:240481,smart button,software,acquired,100,40,USA,Newark,0,0,0,0,0,1,18000000,0,0,0,0
c:240719,playcrab,games_video,acquired,125,117,unknown,unknown,0,0,0,0,0,0,325000000,0,0,0,0
c:24078,rivals,ecommerce,acquired,242,56,USA,Brentwood,0,0,0,0,1,9,100000000,12,12,1,1
c:24091,wind river,software,acquired,271,29,USA,Alameda,0,0,0,0,2,9,884000000,43,29,1,1
c:24098,buy,ecommerce,acquired,600,198,USA,Aliso Viejo,0,0,0,0,3,12,250000000,50,25,1,1
c:2410,maktoob,web,acquired,175,112,JOR,Amman,0,0,1,5250000,2,7,164000000,0,0,0,0
c:241120,maidenform,ecommerce,acquired,243,93,USA,Oklahoma,0,0,0,0,0,0,575000000,0,0,0,0
c:24147,optisolar r d,cleantech,acquired,258,127,USA,Hayward,0,0,1,132000000,0,1,260000000,0,0,0,0
c:24147,optisolar r d,cleantech,acquired,258,127,USA,Hayward,0,0,1,132000000,0,1,400000000,0,0,0,0
c:241515,opalia pharma,biotech,acquired,210,107,TUN,Ariana,0,0,0,0,0,0,48500000,0,0,0,0
c:241520,lexia learning systems,education,acquired,204,97,USA,Concord,0,0,0,0,0,0,22500000,0,0,0,0
c:24172,mp3,games_video,acquired,120,45,USA,San Francisco,0,0,0,0,3,18,372000000,0,11,0,1
c:242,ohloh,web,acquired,63,35,USA,Bellevue,0,0,1,0,3,2,3000000,0,0,0,0
c:24205,actimis pharmaceuticals,biotech,acquired,230,70,USA,San Diego,0,0,2,15600000,0,4,515000000,100,0,1,0
c:242649,4hak developers,software,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1858,0,0,0,0
c:242705,baker,other,acquired,80,28,USA,Los Angeles,0,0,0,0,0,0,396900000,0,0,0,0
c:24288,pasteuria bioscience,finance,acquired,851,245,USA,Alachua,0,0,3,8350000,1,2,113000000,0,0,0,0
c:24295,icera,mobile,acquired,432,288,GBR,Bristol,0,0,7,212000000,2,6,367000000,60,0,1,0
c:243222,health management associates,health,acquired,311,67,USA,Naples,0,0,0,0,0,4,3900000000,0,0,0,0
c:243225,systagenix,hardware,acquired,124,39,GBR,Gatwick,0,0,0,0,0,2,485000000,0,0,0,0
c:2434,snapnames,network_hosting,acquired,215,63,USA,Portland,0,0,3,8800000,2,3,35000000,100,0,1,0
c:243452,invensys,automotive,acquired,263,27,GBR,London,0,0,0,0,1,5,5200000000,20,0,1,0
c:243642,slingo,games_video,acquired,332,152,unknown,unknown,0,0,0,0,0,0,15600000,0,0,0,0
c:243647,on demand group,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,1,27000000,0,0,0,0
c:24368,voxmobili,public_relations,acquired,250,80,FRA,Paris,0,0,0,0,1,7,35120000,0,0,0,0
c:243706,icon scm,hardware,acquired,311,80,DEU,Karlsruhe,0,0,0,0,0,0,34000000,0,0,0,0
c:244065,restat,biotech,acquired,170,78,USA,Milwaukee,0,0,0,0,0,0,409000000,0,0,0,0
c:244770,premier nutrition,other,acquired,573,132,USA,Carlsbad,0,0,0,0,0,0,180000000,0,0,0,0
c:244981,adam internet,software,acquired,266,47,AUS,South Australia,0,0,0,0,0,0,60000000,0,0,0,0
c:2450,exalead,search,acquired,171,61,FRA,Paris,0,0,1,15600000,2,5,162000000,0,25,0,1
c:24517,ovation pharmaceuticals,biotech,acquired,311,82,USA,Deerfield,0,0,0,0,0,1,900000000,0,0,0,0
c:245179,hub international limited,finance,acquired,100,60,USA,Chicago,0,0,0,0,1,5,4400000000,100,0,1,0
c:24565,cellatope,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000000,0,0,0,0
c:24567,guava technologies,biotech,acquired,0,0,USA,Hayward,0,0,0,0,1,3,22600000,0,0,0,0
c:24596,allhealthcarejobs,search,acquired,393,64,unknown,unknown,0,0,0,0,0,0,4800000,0,0,0,0
c:245976,plustxt,messaging,acquired,141,40,IND,Bangalore,0,0,0,0,0,0,2000000,0,0,0,0
c:24598,mercantila,ecommerce,acquired,199,57,unknown,unknown,0,0,1,22500000,1,4,8000000,100,0,1,0
c:246,scanscout,advertising,acquired,225,57,USA,Boston,0,0,3,17500000,4,9,86000000,17,17,1,1
c:246178,devcon security systems,security,acquired,162,73,USA,Hollywood,0,0,0,0,0,0,148500000,0,0,0,0
c:246241,naplyrics,music,acquired,237,121,CAN,Edmonton,0,0,1,250000,1,1,4860000,0,0,0,0
c:24630,alpine biomed,biotech,acquired,160,64,USA,Fountain Valley,0,0,0,0,0,3,46950000,33,0,1,0
c:24635,innovative spinal technologies,biotech,acquired,0,0,USA,Plano,0,0,1,18000000,0,0,9250000,0,0,0,0
c:2467,eds,enterprise,acquired,239,84,USA,Plano,1,1,0,0,1,58,2600000000000,11,2,1,1
c:2467,eds,enterprise,acquired,239,84,USA,Plano,1,1,0,0,1,58,13900000000,11,2,1,1
c:24727,avid radiopharmaceuticals,biotech,acquired,213,72,USA,Philadelphia,0,0,4,69900000,0,15,800000000,43,0,1,0
c:247484,paramount solar,cleantech,acquired,255,118,USA,Roseville,0,0,0,0,0,5,120000000,0,0,0,0
c:24762,vatera hu,unknown,acquired,116,63,unknown,unknown,0,0,0,0,0,0,9000000,0,0,0,0
c:247861,steinway musical instruments,manufacturing,acquired,240,69,USA,Waltham,0,0,0,0,0,0,512000000,0,0,0,0
c:24853,pixable,social,acquired,504,142,USA,New York City,0,0,2,6100000,2,23,26500000,50,7,1,1
c:24863,axsys,biotech,acquired,108,61,USA,Chadds Ford,0,0,0,0,0,3,643000000,0,0,0,0
c:24877,raza microelectronics,semiconductor,acquired,240,70,USA,Cupertino,0,0,0,0,0,4,251000000,33,33,1,1
c:24879,netlogic microsystems,semiconductor,acquired,950,80,USA,Mountain View,0,0,1,188527015,1,10,3700000000,22,11,1,1
c:24885,prism circuits,network_hosting,acquired,248,66,USA,Santa Clara,0,0,0,0,0,0,21500000,0,0,0,0
c:24895,american land lease,other,acquired,282,42,USA,Clearwater,0,0,0,0,0,0,438000000,0,0,0,0
c:24896,semprus biosciences,biotech,acquired,244,59,USA,Cambridge,0,0,3,27000000,1,2,30000000,100,0,1,0
c:25001,aragon pharmaceuticals,biotech,acquired,226,66,USA,San Diego,0,0,4,122000000,1,15,1000000000,50,0,1,0
c:2501,teoma technologies,unknown,acquired,270,38,USA,Piscataway,0,0,0,0,0,1,4000000,0,0,0,0
c:2502,direct hit,search,acquired,150,61,USA,Melbourne,0,0,1,26000000,0,2,500000000,50,50,1,1
c:25023,white rock networks,public_relations,acquired,0,0,USA,Richardson,0,0,1,15500000,0,0,3000000,0,0,0,0
c:25024,siliconstor,semiconductor,acquired,0,0,USA,Fremont,0,0,0,0,1,3,55000000,0,0,0,0
c:2505,fast search transfer,search,acquired,153,68,USA,San Mateo,0,0,0,0,1,19,1200000000,14,0,1,0
c:2506,autonomy,software,acquired,160,82,USA,San Francisco,0,0,0,0,4,28,10200000000,32,11,1,1
c:2507,stubhub,ecommerce,acquired,141,72,USA,San Francisco,1,1,1,0,3,35,310000000,50,0,1,0
c:25108,context optional,other,acquired,2700,666,USA,San Francisco,0,0,0,0,3,4,50000000,100,0,1,0
c:25123,proprius,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,1,75000000,100,0,1,0
c:251266,ttnet a s,games_video,acquired,0,0,unknown,unknown,0,0,0,0,0,0,60,0,0,0,0
c:25127,pachube,other,acquired,177,60,GBR,London,0,0,0,0,0,1,15000000,0,0,0,0
c:25141,ligocyte pharmaceuticals,biotech,acquired,249,120,USA,Bozeman,0,0,4,42072305,1,4,60000000,50,50,1,1
c:25249,primaeva medical,biotech,acquired,159,89,USA,Pleasanton,0,0,3,14250000,0,0,30000000,0,0,0,0
c:25311,fine chemicals,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,66000000,0,0,0,0
c:25324,taligen therapeutics,biotech,acquired,350,144,USA,Cambridge,0,0,3,78750000,2,4,111000000,33,0,1,0
c:25438,monogram biosciences,biotech,acquired,284,88,USA,South San Francisco,0,0,0,0,1,4,107000000,0,25,0,1
c:254759,ils technologies,mobile,acquired,247,151,unknown,unknown,0,0,0,0,0,0,8500000,0,0,0,0
c:254996,procurian,software,acquired,250,115,USA,King of Prussia,0,0,0,0,1,5,375000000,0,0,0,0
c:255163,gavilon,other,acquired,250,50,USA,unknown,0,0,0,0,1,4,890000000,100,0,1,0
c:25525,visiogen,biotech,acquired,89,72,USA,Irvine,0,0,1,40000000,1,5,400000000,40,0,1,0
c:256351,thornton ross,manufacturing,acquired,256,48,GBR,"Huddersfield,",0,0,0,0,0,0,343000000,0,0,0,0
c:25637,goodrich,other,acquired,180,79,USA,Charlotte,0,0,0,0,0,6,18400000000,0,40,0,1
c:256435,edwards group,semiconductor,acquired,219,55,GBR,"Crawley,West Sussex",0,0,0,0,0,1,1600000000,100,0,1,0
c:25651,trio enterprises,enterprise,acquired,175,87,SWE,Stockholm,0,0,0,0,0,0,7000000,0,0,0,0
c:25654,netthruput,ecommerce,acquired,330,99,unknown,unknown,0,0,0,0,0,0,52200000,0,0,0,0
c:25666,netxen,semiconductor,acquired,137,78,unknown,unknown,0,0,0,0,1,3,21000000,67,0,1,0
c:25670,idt b,search,acquired,110,53,unknown,unknown,0,0,0,0,0,0,90000000,0,0,0,0
c:25676,tundra semiconductor,semiconductor,acquired,170,43,unknown,unknown,0,0,0,0,1,2,100830000,0,0,0,0
c:256760,talbot holdings,health,acquired,184,83,BMU,Hamilton,0,0,1,0,0,4,410000000,0,0,0,0
c:256779,c a m,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,7000000,0,0,0,0
c:25683,eveready,cleantech,acquired,147,32,unknown,unknown,0,0,0,0,0,0,167000000,0,0,0,0
c:25712,nitro group,advertising,acquired,0,0,unknown,unknown,0,0,0,0,0,0,50000000,0,0,0,0
c:25737,pearl therapeutics,biotech,acquired,180,68,USA,Redwood City,0,0,6,232000100,0,4,1150000000,100,33,1,1
c:25744,nextwave wireless,mobile,acquired,403,74,USA,San Diego,0,0,0,0,2,7,50000000,50,0,1,0
c:257651,vacation rentals in gulf shore alabama,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,19000,0,0,0,0
c:257652,vacation rentals anchorage alaska,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,18000,0,0,0,0
c:257653,vacation rentals phoenix arizona,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,19800,0,0,0,0
c:257665,vacation rentals hot springs arkansas,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,19600,0,0,0,0
c:257666,vacation rentals mammoth lakes california,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,23987,0,0,0,0
c:257667,vacation rentals san diego california,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,22879,0,0,0,0
c:257668,vacation rentals palm desert california,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,34567,0,0,0,0
c:257669,rent disneyland vacation homes,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,98567,0,0,0,0
c:25771,anix group,consulting,acquired,390,125,IND,New Delhi,0,0,0,0,1,1,51000000,0,0,0,0
c:25772,wavesat,semiconductor,acquired,245,67,CAN,"Montreal, Quebec",0,0,2,14810000,1,8,10000000,50,50,1,1
c:25775,affiliated computer services,consulting,acquired,173,96,USA,Dallas,0,0,0,0,2,2,5750000000,50,0,1,0
c:25778,magen biosciences,biotech,acquired,780,120,USA,Waltham,0,0,0,0,0,3,14500000,0,0,0,0
c:25782,layer 7 technologies,software,acquired,161,67,USA,Washington,0,0,2,19900000,2,3,155000000,33,33,1,1
c:25790,phase forward,software,acquired,260,24,USA,Waltham,0,0,0,0,1,12,685000000,27,0,1,0
c:257917,vacation rentals los angeles california,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12567,0,0,0,0
c:257918,vacation rentals anaheim california with pets,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,21345,0,0,0,0
c:257919,vacation rentals home and away rental,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,21345,0,0,0,0
c:257920,vacation rentals breckenridge colorado,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12654,0,0,0,0
c:257921,vacation rentals vail colorado,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12765,0,0,0,0
c:257935,vacation rentals in steamboat springs colorad,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12546,0,0,0,0
c:257936,vacation rentals in steamboat springs colorado,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,13234,0,0,0,0
c:257937,vacation rentals groton connecticut,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,23432,0,0,0,0
c:25794,waban software,software,acquired,326,81,USA,Cambridge,0,0,0,0,0,1,14000000,0,0,0,0
c:257949,vacation rentals rehoboth delaware,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,23432,0,0,0,0
c:257950,rent disney world vacation homes,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,213456,0,0,0,0
c:257955,vacation rentals davenport florida,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2345,0,0,0,0
c:257956,vacation rentals kissimmee florida,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5434,0,0,0,0
c:257957,vacation rentals marathon key,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12765,0,0,0,0
c:257958,vacation rentals miami florida,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:257960,rent my disney vacation home,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,131456,0,0,0,0
c:257961,vacation rentals key west florida,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:257962,vacation rentals panama city beach florida,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:257963,rmvh vacation rentals miami florida,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12900,0,0,0,0
c:257964,vacation rentals fort lauderdale florida,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2500,0,0,0,0
c:257967,vacation rentals orlando florida,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000,0,0,0,0
c:257969,vrbo vacation rental homes,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,25000,0,0,0,0
c:257970,vacation rentals with your pets,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000,0,0,0,0
c:257971,juicy couture,fashion,acquired,273,55,unknown,unknown,0,0,0,0,1,0,195000000,0,0,0,0
c:257980,vacation rental by homeowner,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12000,0,0,0,0
c:257983,vacation rentals blue ridge mountains georgia,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000,0,0,0,0
c:257984,vacation rentals honolulu hawaii,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:257985,vacation rentals maui hawaii,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000,0,0,0,0
c:257986,vacation rentals kailua kona hawaii,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,11000,0,0,0,0
c:257987,ocean view vacation rentals honolulu hawai,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,15000,0,0,0,0
c:257988,vacation rentals mccall idaho,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2500,0,0,0,0
c:257989,vacation rentals chicago illinoi,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:257990,vacation rentals bath indiana,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1000,0,0,0,0
c:257991,vacation rentals cedar falls iowa,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1000,0,0,0,0
c:257992,vacation rentals kansas city kansas,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1000,0,0,0,0
c:257993,vacation rentals kentucky,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1000,0,0,0,0
c:257994,vacation rentals new orleans louisiana,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000,0,0,0,0
c:257995,vacation rentals portland maine,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000,0,0,0,0
c:257997,vacation rentals marthas vineyard massachusetts,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12000,0,0,0,0
c:258000,vacation rentals breezy point minnesota,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000,0,0,0,0
c:258011,vacation rentals new york new york,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,24900,0,0,0,0
c:258012,vacation rentals hampton new york,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,23000,0,0,0,0
c:258013,vacation rentals outer banks north carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12000,0,0,0,0
c:258014,vacation rentals asheville north carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2798,0,0,0,0
c:258015,vacation rentals kingston shores south carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2500,0,0,0,0
c:258017,vacation rentals in north dakota,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12000,0,0,0,0
c:258018,vacacation rentals shore ohio,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,3200,0,0,0,0
c:258019,vacation rentals disney oklahoma,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258020,vacation rentals sunriver oregon,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:258021,rent my ski home,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,25000,0,0,0,0
c:258022,vacation rentals kingston plantation resorts,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2100,0,0,0,0
c:258023,vacation rentals myrtle beach south carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12900,0,0,0,0
c:258024,vacation rentals hilton head north carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:258025,vacation rentals pocono lake pennsylvania,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:258026,vacation rentals narragansett rhode island,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1659,0,0,0,0
c:258027,vacation rentals charleston south carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,21000,0,0,0,0
c:258036,vacation rentals in folly beach south carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12000,0,0,0,0
c:258037,vacation rentals villa myrtle beach south carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000,0,0,0,0
c:258038,vacation rentals kingston plantation vacations,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2500,0,0,0,0
c:258039,vacation rentals kingston plantation south carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2500,0,0,0,0
c:258040,vacation rentals kingston plantation travel,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258041,vacation rentals kingston vacation condo,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258042,vacation rentals myrtle beach travel packages,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258043,vacation rentals kingston resort myrtle beach,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1659,0,0,0,0
c:258044,vacation rentals kingston vacation myrtle beach,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2100,0,0,0,0
c:258045,vacation rentals kingston plantation golf,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258046,best myrtle beach vacation rentals,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258047,kingston plantation myrtle beach,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,25000,0,0,0,0
c:258048,vacation rentals kingston plantation,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258049,vacation rentals myrtle beach resorts,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12000,0,0,0,0
c:258050,kingston plantation myrtle beach info vacation rentals,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258051,vacation rentals travel agent myrtle beach,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258052,vacation rentals kingston plantation travel packages,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258053,vacation rentals kingston plantation horry county,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1289,0,0,0,0
c:258054,vacation rentals kingston plantation vrbo,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2980,0,0,0,0
c:258055,kingston plantation vacation rentals,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258056,vacation rentals kingston vacation villa,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258057,vacation rentals property manager myrtle beach,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1200,0,0,0,0
c:258058,kingston plantation reservation south carolina,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,19000,0,0,0,0
c:258059,vacation rentals in south dakota,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1500,0,0,0,0
c:258060,vacation rentals gatlinburg tennessee,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1900,0,0,0,0
c:258061,vacation rentals austin texas,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,10000,0,0,0,0
c:258065,vacation rentals park city utah,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,2100,0,0,0,0
c:258066,vacation rentals in stowe vermont,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,5000,0,0,0,0
c:258067,vacation rentals virginia beach,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,21456,0,0,0,0
c:258068,vacation rentals washington d c,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,12000,0,0,0,0
c:258069,vacation rentals seattle washington,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1299,0,0,0,0
c:258070,vacation rentals canaan valley west virginia,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,9000,0,0,0,0
c:258071,vacation rentals wisconsin dells,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,6700,0,0,0,0
c:258072,vacation rentals wyoming,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,1000,0,0,0,0
c:25811,eldorado,mobile,acquired,0,0,unknown,unknown,0,0,0,0,1,0,22900000,0,0,0,0
c:25815,stiefel,biotech,acquired,162,83,USA,Research Triangle Park,0,0,0,0,1,5,3600000000,0,0,0,0
c:258974,hi tech pharmacal,biotech,acquired,189,95,USA,Amityville,0,0,0,0,0,0,640000000,0,0,0,0
c:2593,tiny pictures,mobile,acquired,662,396,USA,San Francisco,0,0,3,11200000,2,7,2600000,0,33,0,1
c:259312,aixum tec ag,unknown,acquired,0,0,unknown,unknown,0,0,0,0,1,1,3500000,0,0,0,0
c:259417,boca pharmacal,biotech,acquired,204,93,USA,Coral Springs,0,0,0,0,0,0,225000000,0,0,0,0
c:259501,inavein,health,acquired,186,113,USA,Lexington,0,0,0,0,0,3,2500000,0,0,0,0
c:259682,purcell systems,unknown,acquired,201,59,USA,Spokane Valley,0,0,0,0,1,2,115000000,0,0,0,0
c:259808,hornbeck offshore,transportation,acquired,250,82,USA,Covington,0,0,0,0,0,4,230000000,0,0,0,0
c:260007,mtem limited,unknown,acquired,0,0,GBR,Edinburgh,0,0,1,13234657,1,1,275000000,0,0,0,0
c:2603,messageone,unknown,acquired,300,56,USA,Austin,0,0,1,10000000,3,5,155000000,80,0,1,0
c:26030,channel blade technologies,web,acquired,347,79,unknown,unknown,0,0,0,0,0,0,6270000,0,0,0,0
c:26081,amcom software,software,acquired,139,89,USA,Eden Prairie,0,0,1,0,1,8,163300000,17,0,1,0
c:260904,micromet,unknown,acquired,0,0,unknown,unknown,0,0,0,0,1,2,1160000,0,0,0,0
c:261265,alpha minerals,other,acquired,302,176,GBR,Vancouver,0,0,0,0,0,0,185000000,0,0,0,0
c:261443,rochester medical,biotech,acquired,230,86,USA,Stewartville,0,0,0,0,0,0,262000000,0,0,0,0
c:26158,popcap games,games_video,acquired,1200,1200,USA,Seattle,0,0,1,22500000,3,4,1300000000,0,0,0,0
c:261641,chemsw,biotech,acquired,375,101,USA,Fairfield,0,0,0,0,0,1,17300000,100,0,1,0
c:261887,homesite,finance,acquired,298,86,USA,Boston,0,0,0,0,1,1,616000000,0,0,0,0
c:261911,astex pharmaceuticals,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,3,886000000,50,0,1,0
c:261974,travel ru,travel,acquired,150,43,RUS,Moscow,0,0,0,0,0,0,2000000,0,0,0,0
c:262308,specialty therapeutic care holdings,unknown,acquired,0,0,unknown,unknown,0,0,0,0,0,0,152000000,0,0,0,0
c:26242,kaz group,software,acquired,75,108,AUS,Sydney,0,0,0,0,0,0,161000000,0,0,0,0
c:26243,purple labs,mobile,acquired,135,80,CHE,DÃ¼bendorf,0,0,1,12670000,1,1,100590000,0,0,0,0
c:26246,hifn,network_hosting,acquired,395,303,USA,Los Gatos,0,0,0,0,1,1,63230000,0,0,0,0
c:26263,onsite3,enterprise,acquired,0,0,USA,Alexandria,0,0,0,0,0,0,28000000,0,0,0,0
c:26265,digital forest,enterprise,acquired,250,44,JPN,"Chiyoda-ku, Tokyo",0,0,0,0,1,1,24820000,0,0,0,0
c:26267,connect3 systems,advertising,acquired,143,40,USA,Cerritos,0,0,0,0,0,0,13450000,0,0,0,0
c:26269,choicepay,enterprise,acquired,211,29,USA,Tulsa,0,0,0,0,0,0,7500000,0,0,0,0
c:26273,infrasolve,software,acquired,100,31,GBR,"Staines, Middlesex",0,0,0,0,0,0,9020000,0,0,0,0
c:26277,atexis,semiconductor,acquired,182,49,FRA,Fontenay TrÃ©signy,0,0,0,0,0,0,8650000,0,0,0,0
c:26303,miasolé,cleantech,acquired,241,78,USA,Santa Clara,0,0,5,466000000,3,6,30000000,17,0,1,0
